job_title,company,location,salary,description,job_url_result
Senior Business Analyst (Functional),3T Visions,Sydney Central Business District NSW,,"Location: Sydney CBD
 Type: 6 Month initial Contract 
 Post Date: 07/08/2016
 Ref: 3TV20160808 
 
 Key Skills : 
 5+ Years as a Business Analyst with Experience in the Finance Sector and Solution Design, Particularly in the Wealth Management Space. 
 Superannuation or Superannuation Product Knowledge - Retail Super, Corporate Super and MySuper 
 Customer Experience Exposure 
 Excellent Stakeholder Engagement - Must be able to Provide Examples of this 
 Strong Knowledge of Financial Services, Products and SDLC 
 Awareness of Administration, Superannuation Legislation and Business Processes 
 Excellent Communication and Problem Solving Skills Extras but not a Necessity 
 Involvement with Agile Methodologies and Team Working 
 Expert in Complex SQL Scripting",http://au.indeed.com/rc/clk?jk=cddf1f5cbeae69a9&fccid=8e1b474f7bdc39d3&vjs=3
Senior Business Analyst,Dialog Information Technology,Darwin NT,,"Government projects 
 Health and youth protection sectors 
 COTS implementation or data migration advantageous 
 Permanent role in Darwin Northern Territory 
 Darwin - Northern Territory 
 
As Australia's largest privately owned IT Services Company conducting business Australia wide and in the Asia Pacific region,  Dialog 's key focus is on delivering outstanding results to its many corporate and government clients using leading tools, technologies and methodologies.  Dialog  is a dynamic organisation which offers attractive career development to its people through diverse projects, training and mentoring in a collaborative atmosphere. 
 Dialog  enjoys long-term relationships with Australia's Peak Government and Corporate organisations. As a  Dialog  consultant engaging with these clients you will: 
 Work with key stakeholders to achieve world's best practice processes in major projects 
 Work on a wide variety of interesting and challenging assignments 
 Work with colleagues in partnership with clients who are committed to achieving their business objectives 
 Enjoy salary above industry standard in a working environment in which effort, creativity and a positive attitude are highly valued 
 Have extensive training opportunities through the Dialog Academy, which offers over 1,500 IT and 800 Business Skills courses 
 Work with like-minded colleagues who share information and focus on the goal, driving the project and their careers further and faster 
 Dialog  requires  Senior Business Analysts  in its  Darwin  office to analyse requirements and produce requirement specifications for a range of government clients.  Dialog  seeks people who have these capabilities: 
 At least 5 years’ experience working as a business analyst, producing high quality deliverables 
 Extensive experience with requirements elicitation and analysis and business process modelling, particularly using BPMN 2.0 
 Experience with large scale COTS projects, preferably in Government, health, child protection or emergency services 
 Experience in data migration projects, an understanding of one or more data analysis methodologies and some technical background is an advantage 
 Established in 1979,  Dialog  employs over 1,200 people throughout Australia, and provides a wide range of information technology solutions to government and corporate clients. 
 
At  Dialog , our whole approach is based on four key values:  Involved, Committed, Can Do, Always . 
 
It's these values, applied to every project, which stand behind our success and ensure we are always client focused. These same four values underpin the relationship we enjoy with our people. 
 
 Join our team  of professional, enthusiastic and experienced consultants, where communication, learning and knowledge sharing are prized. We offer an excellent benefits package. 
 
 Dialog  is an equal opportunity employer. 
 
 Applicants should be Australian or NZ citizens or Australian permanent residents . If you are not an Australian or New Zealand citizen you will need to provide your passport and visa for our review. All applicants must be eligible for a Working with Children Clearance and must pass a National Police Check.",http://au.indeed.com/rc/clk?jk=3cbbeb38b0812503&fccid=3acd1dea12f3f20d&vjs=3
"Senior Business Analyst, STARS Digital Program (Commencing April 2020)",Queensland Government,Brisbane QLD,,"Metro North Hospital and Health Service is the biggest and most diverse Hospital and Health Service in Queensland, delivering the best care by the brightest healthcare professionals.
 Two of our five hospitals – Royal Brisbane and Women's Hospital (RBWH) and The Prince Charles Hospital (TPCH) – are tertiary/quaternary referral hospitals, providing state-wide super specialty services, such as heart and lung transplantation and burns treatment. Redcliffe and Caboolture are major secondary hospitals, and Kilcoy is a regional community hospital.
 This is your opportunity to join the dedicated team of professionals at Metro North Health and be part of a world-class, dynamic and growing health service that embraces technology, excellence in health care, teaching, research and empowering our people to be the best in serving our community.
 About the Role
 
 
 Capture and analyse ‘As-Is' and ‘To-Be' business process models using approved methods and tools. 
 Assess the efficiency and effectiveness of existing business operations and workflow to establish a base for developing improved structures, processes and systems. 
 Develop business and software requirements specifications for IM/ICT projects, ensuring traceability of requirements throughout the project lifecycle. 
 Provide a support and mentoring role for other business analysts within the program/project(s). 
 Contribute to stakeholder engagement, assessment and the development of a stakeholder matrix, and ongoing stakeholder management. 
 Liaise, consult and negotiate effectively with team members, other project teams, agencies and stakeholders, including the coordination of activities associated with achieving the project or team objectives 
 Develop and maintain a Requirements Traceability Matrix and/or Gap Analysis to capture requirements, and to ensure that solutions and test cases are mapped back to the original requirements. 
 
 Job ad reference number:  MN342447 Close date: Monday 20 April 2020
 Find out about the role in more detail and how to apply in the attached Role Description.
 Why work for us?
 We offer rewarding career opportunities across a wide range of clinical and non-clinical areas across our health service and pride ourselves on providing a work environment that is safe, satisfying, flexible, and promotes a healthy work-life balance.
 As a Metro North employee you will benefit from a higher than standard employer contribution to Superannuation of up to 12.75%, access to salary packaging, flexible working arrangements and competitive salary rates with annual incremental increases.
 We are committed to providing a diverse and inclusive workplace for our people and our community. We encourage people of all genders, races, ages and abilities to apply for roles within our Health Service.
 You can find out more about why it's so great to work at Metro North here: https://metronorth.health.qld.gov.au/careers
 APPLICATIONS RECEIVED VIA THIRD PARTIES (RECRUITMENT AGENCIES ETC.) WILL NOT BE ACCEPTEDThis work is licensed under a Creative Commons Attribution 3.0 Australia License.",http://au.indeed.com/rc/clk?jk=e449b2b42fd6b00e&fccid=033d5c6dd090c8a4&vjs=3
Senior Business Analyst- General Insurance Code of Practice,FinXL,Sydney NSW,,"Location: 
Sydney
 
 Job Type: 
Contract
 
 Specialisation: 
Banking & Financial Services
 
 Reference: 
(JG)48397_4
 
 
 CBD based 
 High profile organisation 
 Great Rates 
 
The Role
 
This is a fantastic opportunity for a Senior Business Analyst with a background in GI Code of Practice work for a large financial services company in the Sydney CBD.
 
Who you are
 
 You will have the following skills and experience: 
 
 Strong Business Analyst experience 
 GI Code of Practice experience 
 Insurance background 
 Regulatory experience 
 
What’s on offer?
 
12 month contract + contract with large, high profile organisation
 
What's next?
 
If you would like to be considered, please call Jackie Gibbons on 8243 6822",http://au.indeed.com/rc/clk?jk=e107895e4d488749&fccid=ac03a1f83ad84e54&vjs=3
Technical Business Analyst - User Voice,Canva,Sydney NSW,,"At Canva, we’re transforming the way the world designs by building a suite of easy-to-use design tools (for graphics, animation, video, and print) in over 100 languages, and across browser-based and mobile platforms. 
 
 
 Since launch in April 2013, we have grown exponentially, amassing over 20 million active users. We are one of the fastest-growing technology companies in the world, with software engineering being a core part of who we are. With a recent valuation of USD $3.2bn and having achieved profitability years ago, we’re building the foundation for the future growth of Canva as we expand our engineering/product development capabilities and global footprint, with new offices set to open in the United States. 
 
 
 In order to ensure we continue to grow and delight our users, we’re hiring a Technical Business Analyst to work with our User Voice group. In this role you will present insights from user feedback to the Product & Engineering teams, and ensure the feedback is acted upon. You are the customer champion, a trusted partner with Product & Engineering teams and an advisor to our Operations teams, helping scale the business through customer feedback. You'll be part analyst, part product manager, and part program manager. 
 What you will do:
 Act as the customer advocate in a rapidly scaling software development environment. 
 Develop strong partnerships with leaders across the business to align strategy and tactics of the products. 
 Ensure that Canva continues to create a flawless experience for customers of our productsDig beyond the data to provide actionable recommendations that help improve the customer and product experience. 
 Build, negotiate, and handle complex initiatives to prevent or eliminate friction in our products. 
 Work together with UX researchers to bring quantitative and qualitative data to together to provide a delightful user experience to our products 
 Required skills:
 Strong experience as a Technical BA in software development, service delivery, or customer support function. 
 Ability to rationalise and communicate business tradeoffs using reliable data, and backed by business acumen 
 Advanced SQL knowledge and Data Analysis experience. 
 Proven program management and product management skills. 
 Excellent written, verbal communication and presentation skills 
 Great attention to detail. 
 Curiosity and desire to share meaningful insights to improve the customer experience. 
 Leadership experience leading a team of business analysts 
 Company Benefits
 Competitive salary, plus equity options 
 Flexible working hours, we value work-life balance 
 In-house chefs that cook delicious breakfast and lunch for us each day 
 Free Yoga membership 
 Generous parental leave policy 
 Pet friendly offices including a garden, climbing wall, unisex toilets 
 Sponsored social clubs and team events 
 Fun and quirky celebrations 
 Relocation budget provided for interstate or overseas candidates",http://au.indeed.com/rc/clk?jk=46196968473936f6&fccid=de6ea5e6090aece1&vjs=3
Business Analyst,Lutheran Services,Milton QLD,,"This is a unique opportunity to be a part of a significant Digital Transformation - delivering value to staff, customers and residents alike! 
 
The newly created role of Business Analyst is a permanent assignment to help support the business by understanding and analysing business requirements and documentation in preparation for specific transformational ICT projects. The first major focus will be an end-to-end ERP migration from RFP to completion. 
 
 
About us: 
 
Lutheran Services is a not-for-profit organisation that has been serving the people and communities of Queensland since 1935. We provide quality, contemporary care and support for people of all backgrounds, at more than 20 locations throughout Queensland. 
 
Our dedicated workforce of nearly 1500 makes a difference to the lives of many people every day. They bring our vision to life – helping those we serve to pursue the lives they hope for, and enabling the communities we are part of to thrive. 
 
 
Let’s talk about the role: 
 
This role will lead engagement with multi-functional stakeholders and drive a wide variety of information gathering and process mapping. Working closely with the ICT Program Manager and a Project Manager this role will be required to follow a mix of Waterfall and Agile methodology in managing a variety of projects from requirements to implementation. 
 
In addition, you will; 
 
 Conduct analysis of existing systems, applications and functions to ensure strategic alignment. 
 Conduct extensive consultation work with various stakeholders to determine business requirements and processes across a variety of systems and divisions. 
 Utilise information gathered to advise the business on appropriate solutions and drive specific outcomes to meet stakeholder needs. 
 Utilise the unique opportunity a business analyst has to influence stakeholder buy-in to organisation-wide strategic objectives and increase understanding of how the suggested ICT solutions will help achieve the objectives. 
 Verify successful implementation through testing of project results. 
 Apply industry standards, frameworks and methodologies to drive increased maturity in ICT investments. 
 Mentor and coach the ICT team and business stakeholders on the role of the project and Business Analyst. 
 
 
Now let’s talk about you: 
 
Critical to your success in this role will be the ability to demonstrate: 
 
 You have obtained a Bachelor’s Degree in Computer Science, Information Systems, Business Management or equivalent work experience in this field. Extensive experience as a Business Analyst, 
 Significant experience with ERP systems, and ideally ERP migration projects from beginning to end. 
 Extensive experience with process and information mapping. 
 Experience in Waterfall and Agile project execution experience is a must. 
 Strong verbal and written communication skills, as well as an ability to communicate technical information simply to end users. 
 Experience with data analysis and modelling will be beneficial. 
 Demonstrated experience providing strong stakeholder engagement across a geographically dispersed business. 
 In-depth knowledge of the Aged Care industry with multiple business functions will be beneficial. 
 Able to maintain a National Police Check for Vulnerable Individuals and any other that may be required for our services. 
 Current Queensland driver’s license. 
 
 
What we can offer you: 
 
You will receive: 
 
 Learning and development opportunities 
 Access to salary packaging. 
 Good work life balance. 
 Access to discounts, such as health insurance, holiday and travel, gym membership, IT and home appliances. 
 Membership to our dedicated Employee Assistance Program. 
 
 To apply for the role, please attach your resume, complete the application form and the questions below. To download a copy of the position description, please click  here.",http://au.indeed.com/rc/clk?jk=73ba91e92faf6231&fccid=1cb592f4d8fc3796&vjs=3
JDE System / Business Analyst (senior),Charter Bridge Consulting,Sydney NSW,,"Strong exposure to JD Edwards (Finance, also some Distribution, Sales, Manufacturing) – permanent opportunity based in Sydney. 
 
Please contact Richard Burke for further information 0424 609 829 or rburke@charter-bridge.com.au",http://au.indeed.com/rc/clk?jk=703601139e8237d1&fccid=20ccf33cbd772be0&vjs=3
Business Analysts,The BCM Group,Australia,,"We are looking for skilled business and technical Business Analysts with 5-10 years experience. Knowledge across an array of industries such as telecommunications, retail, finance and health are highly desirable. To be shortlisted for our requirements you must suit the above criteria and have strong project experience, stakeholder management and excellent communication skills.",http://au.indeed.com/rc/clk?jk=889ae14b8977fc3e&fccid=3fc328cb138fb494&vjs=3
Business Analyst - Data - Tax Automation -(2 year Maximum Term Contract),Macquarie Group Limited,Sydney NSW,,"In this challenging and varied role, you will help us deliver on a significant book of transformation work that is critical to tax. 
 
This is a unique opportunity for you to design and implement market leading data capabilities that will enable the data-driven transformation of our Global direct tax reporting and transfer pricing function. This tax transformation project is global in nature but being run centrally from Sydney. Practical experience and knowledge of tax concepts along with strong data analysis skills are requirements to be successful in this role. 
 
Your focus will be to support the Head of the Tax Reporting Data and Transformation team across multiple change initiatives for the global direct tax reporting function. You will document and process map data and critical controls for tax across a wide range of source systems. Further, you will assess and adopt technology solutions to streamline and automate tax processes, including requirements documentation and analysis of solutions. 
 
In this role you will contribute to the development and maintenance of the transformation requirements backlog, participate in design workshops, testing and the overarching rollout of automation solutions. 
 
 
Key to your success will be your experience in a finance or tax function coupled with excellent process mapping skills. Your practical knowledge in working with data for use in reporting systems, software, spreadsheets, graphs and flow charts along with exposure to tools like Alteryx /or PowerBI will be second to none. You will have the ability to work well under pressure and have strong analytical and problem-solving skills. 
 
If you are motivated by the opportunity to work in a high performing team in a fast-paced environment, we would like to hear from you 
 
 
 About Macquarie 
 The best investment you can make is in yourself. 
 Whether you’re looking to take on a new project; progress within your division; explore an opportunity in a different team; or relocate globally – we let our people decide which direction they want to take.
 At Macquarie we uncover the opportunities others may miss. Our culture promotes innovation, balanced with robust risk management, to realise opportunity for our clients, community, shareholders and our people.
 Macquarie is a diversified global financial group providing clients with asset management, banking, advisory and risk and capital solutions across debt, equity and commodities. Headquartered in Sydney and with offices in 31 markets, it is the breadth of our operations, combined with a strong capital position and risk management framework, that has contributed to our 50-year record of unbroken profitability. 
 
 Job no:  FMG-949571 
 Work type:  Maximum term 
 Location:  Sydney 
 Category:  Accounting & Finance, Data & Analytics, Projects, Improvements & Change 
 Group:  Financial Management Group 
 Division:  Taxation 
 Recruiter:  Julie Collins 
 Opening Date:  19/1/2020",http://au.indeed.com/rc/clk?jk=280bd63a75b2ef41&fccid=ca2285c3548c3efe&vjs=3
Business Analyst- Funds accounting,CITI,Melbourne VIC,,"Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries and jurisdictions. Citi provides consumers, corporations, governments and institutions with a broad range of financial products and services, including consumer banking and credit, corporate and investment banking, securities brokerage, transaction services, and wealth management. Our core activities are safeguarding assets, lending money, making payments and accessing the capital markets on behalf of our clients. 
POSITION SUMMARY/OVERALL PURPOSE OF THE JOB 
This is an opportunity to take a leading role in the growth of Funds Services within Citi Melbourne. The individual will be responsible for working with business, technology and operations teams to gather analyse and document requirements for implementation of new processes & system functionalities. 
The role requires good understanding of fund service operations as the role requires client interaction and the ability to break down business requirements into functional specifications for technology teams. 
Ability to work successfully on multiple projects and different stakeholders at the same time is pivotal for this role. 
KEY ACCOUNTABILITIES 
Analyse requirements using interviews, document analysis and requirements workshops. 
Critically evaluate information gathered from multiple sources, reconcile conflicts, decompose high-level information into details, abstract up from low-level information to a general understanding, and distinguish user requests from the underlying true needs. 
Effective documentation of business and functional requirements in specified templates 
Process mapping of As Is and To Be business processes clearly showing benefits and potential improvements. 
Successfully engage in multiple initiatives simultaneously. 
Work independently with users to define concepts and under direction of project managers. 
Drive and challenge business units on their assumptions of how they will successfully execute their plans. 
Strong project management skills to ensure timely and controlled execution of changes 
Stakeholder (external & internal) expectation management and proactive escalation / reporting of issues that could impact project timelines or objectives 
Excellent verbal and written communication skills and the ability to interact professionally with a diverse group, executives, managers, and subject matter experts. 
Serves as the conduit between the customer community (internal and external customers) and the software development team through which requirements flow. 
Be the liaison between the business units, technology teams and support teams. 
 
COMPLIANCE RESPONSIBILITIES
 Understand risk & control requirements in Citi and ensure changes are implemented in accordance with the same. 
Ensure the business unit maintains the ethical standards contained in the Code of Conduct. 
Adhere to firm policies and procedures, regulatory and legislative requirement. 
KEY COMPETENCIES / SKILLS 
Technical/Specialist skills/competencies
 Business analysis skills including proactive identification of process improvement opportunities. 
Good knowledge of Project Management concepts and ability to keep stakeholders accountable for respective project deliverables 
Advanced knowledge of fund administration (Fund Accounting and Transfer Agency) 
Ability to meet deliverables accurately and on time. 
Proficient in the use of MS Office tools including Project Plan and Visio 
Good understanding databases (e.g. Oracle), file transfer procedures etc. 
Business/Industry knowledge/competencies
 Knowledge of financial services industry 
Understanding of different financial instruments / investment options 
Understanding of global financial markets. 
Significant industry experience within Financial Markets (particularly Fund Accounting), a varied knowledge would be preferable. 
Personal Attributes/Interpersonal skills 
A good level of decision-making is required. 
Very good interpersonal skills. 
Good organisational and prioritisation skills. 
Self-motivated and hard working. 
Ability to handle work pressure. 
Excellent communication skills (oral & written). 
QUALIFICATIONS / EXPERIENCE REQUIRED 
Bachelor’s degree in Accounting, Technology or Business Studies. 
Business analysis or Project Management certification would be an advantage 
5+ years of business analysis experience 
2+ years of change/project management experience 
2+ years in Fund accounting processes or projects 
When you work at Citi, you will be working for an organisation that truly has a global footprint and a powerful network that spans the globe. We celebrate individual ingenuity and use the diversity of our people in order to drive high performance. Through dedicated support, training and resources, we promote our talent and future leaders to bring about lasting and positive impact. Citi Australia is an Employer of Choice for Women and supports a flexible work environment. 
Personal information (as defined in the Privacy Act 1988) will be handled in accordance with our Privacy Policy. Please see www.citi.com.au/privacy 
- 
Grade :All Job Level - All Job FunctionsAll Job Level - All Job Functions - AU 
- 
Time Type :Full time 
- 
Citi is an equal opportunity and affirmative action employer. 
Minority/Female/Veteran/Individuals with Disabilities/Sexual Orientation/Gender Identity. 
Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity . 
To view the ""EEO is the Law"" poster . To view the EEO is the Law Supplement . 
To view the EEO Policy Statement . 
To view the Pay Transparency Posting .",http://au.indeed.com/rc/clk?jk=a5ab3c1850e097a4&fccid=5bcd1ef0a7f4fb99&vjs=3
Technical Business Analyst,3T Visions,Sydney NSW,,"Location: Sydney
 Type: Contract initial 6 months 
 Post Date: 07/08/2016
 Ref: 3TV20160809 
 
 Key Skills: 
 5+ Years of Experience as a Technical Business Analyst with Business Intelligence Background.
 Experience with Informatica and ODI (Oracle) Experience is must",http://au.indeed.com/rc/clk?jk=c9996ab85df9ac13&fccid=8e1b474f7bdc39d3&vjs=3
Senior Business Analyst - Front Office - Transformation,AMP Limited,Sydney NSW,,"AMP Capital is a specialist investment manager with offices in Australia, New Zealand, Japan, China, Hong Kong, India, London, Chicago, New York, California, Ireland and the Middle East. We are a leading global real estate and infrastructure manager and the combination of our scale, breadth and capability provides access to superior investment opportunities for our clients. 
 
Our asset class specialists, investment strategists and economists work together with the aim of delivering strong investment outcomes for clients. That is why our clients trust us to invest over AS$200 billion AUM (as at 30 June 2019) on their behalf, across a range of single sector and diversified funds. 
 
The role: 
 
The Public Markets transformation team have been working to identify and chart the future state Target Operating Model for the business in order to support the growth of the company whilst also addressing current operating risks. The aim is to drive standardisation and simplicity within the operating model, mitigate risk, improve efficiency and add value which will result in the creation of a multi-year transformation road map. 
 
Key responsibilities include: 
 
 Engage with front office Portfolio Managers to understand and document requirements and processes for a Portfolio Management System (PMS) 
 Engage with middle office staff to understand and document requirements and processes for a Portfolio Management System (PMS) and Order Management System (OMS) 
 Engage is a PMS/OMS selection process providing insight and knowledge input the analysis and scoring of systems 
 Identify & documents business issues and gaps in system functionality against business requirements 
 Challenge existing business processes and requirements utilising analysis skills and critical thinking, engaging with stakeholders to influence outcomes that provide an improved operating environment 
 Solve complex problems across the front and middle office domains as part of solution design 
 Facilitate development, training, internal communications, deployment and support activities associated with any process improvement or system implementation in the later part of the program 
 
 
Experience Required: 
 
 Experience in dealing with a wide cross section of stakeholders with a key focus on front office Portfolio Managers and middle office dealing desks 
 Strong experience with front and middle office systems (Aladdin, Charles River, Bloomberg, etc) 
 Experience in analysing and resolving business problems with SMEs and key stakeholders 
 Solution based approach – finds issues but offers solutions 
 Analytical mind who is comfortable querying data, challenging status quo, understanding complex environments, and providing business solutions across technology and processes 
 Demonstrated Financial Services experience -  10+  years’ (e.g. Front Office, Middle Office, Custody outsourcing, Back office, Fund Accounting, Unit pricing, Product etc) 
 Excellent written and communication skills 
 Experience in a range of Investment Managers",http://au.indeed.com/rc/clk?jk=b7882bce3dcad6d1&fccid=4ab9ec8f2cd16aaa&vjs=3
Technical Business Intelligence Analyst,Victorian Government,Geelong VIC,"$90,000 - $100,000 a year","Reference: 161838 
 
 2 year fixed term contract, salary range $90k - $100k pa + benefits + 9.5% super 
 
Own the relationship with users ensuring scoping and delivery of BI initiatives 
 
 Strong Business Analysis skills to enable a data driven organisation 
 
About the facility 
 
Information Services is a directorate reporting directly to the CEO. We provide services in traditional ICT (servers, storage, networks, security etc.), Clinical Applications management, administration and support, Medical Records, Project Management, Business Intelligence/Data Warehousing and Data Integrity, and run programs to support regional collaboration such as Telehealth. We work closely with our business and clinical colleagues in partnership to deliver innovative and sustainable solutions. 
 
About the role 
 
As the Technical Business Intelligence Analyst you will be responsible for providing Barwon Health with analysis and development of Business Intelligence capabilities within the organisation. This will include providing data insights for the organisation, building analytical repots and real-time dashboards. You enable and drive the use of information to make informed decisions across the organisation with a focus on supporting self-service initiatives. The role is based at University Hospital, Geelong in a modern working environment including flexible working arrangements. 
 
About the culture 
 
Information Services is a dynamic vibrant environment in which to work - our only constant is change. Providing high-quality Information Services that underpin our clinical systems is our shared passion. We are a happy, friendly team and always striving to improve our service delivery. 
 
We are a team that embraces change and are always looking for innovative ideas to improve our team and the organisation. 
 
Barwon Health staff benefits 
 
Flexible working arrangements 
 
Professional development 
 
Access to employee wellness facility 
 
Salary packaging 
 
Social club 
 
At Barwon Health we harness a diverse and inclusive workforce where we value each person’s uniqueness. We will embrace diverse life experiences and the perspectives of our people, whilst providing high-quality health care to all members of our community, regardless of age, gender, ethnicity, religion, cultural background, disability, or sexual orientation. 
 
Our organisation promotes the safety, wellbeing and inclusion of our staff and consumers including children, and have appropriate recruitment resources in place to ensure background checks and reference checks are completed. 
 
At Barwon Health we are committed to providing positive employment opportunities and outcomes for Aboriginal and Torres Strait Islander people and welcome employment applications from candidates of Aboriginal and Torres Strait Islander background. 
 
We Barwon Health is proud to be Totally Smoke Free. 
  Favourite job 
  Print 
  Share 
 39 jobs are currently listed for Barwon Health 
 Job type: 
 Not provided 
 Job classification: 
 Not provided 
 Contact: 
 Ross Arblaster - 0401 712 027",http://au.indeed.com/rc/clk?jk=cc1b5635137d3edc&fccid=1818d10a60db56b4&vjs=3
Business Analyst (Finance),RPS Group,Fortitude Valley QLD 4006,,"Prepare & analyse management, financial & non-financial KPI reporting; 
Perform variance analysis to review business performance and key trends against strategic priorities, identifying and implementing initiatives to drive business performance; 
Partner with operational management to help identify & action the opportunities & risks arising from reporting analysis; 
Support the budget process & ongoing forecasting; 
Assist in commercial analysis for the purposes of tender pricing & various profitability projects; 
Prepare various scenario modelling to assist operational management in business decision making; 
Prepare accurate and timely reporting within corporate requirements and processes; 
Responsible for GL reconciliations, intercompany, and other finance processes; 
Research and resolve Business Unit inquiries for assigned functional areas. 
Contribute to the smooth transition onto a new ERP system; 
Project-based and ad-hoc reporting to drive intelligent decision making and continuous improvement across the business. 
Ability to collect and synthesise large quantities of quantitative and qualitative data, including; trends and the ability to develop recommendations based on detailed analysis. 
Develop financial models through benchmarking and process analysis. 
Contribute to ongoing internal controls and other process improvements; 
Be able to thrive within a dynamic & fast paced environment. 
Qualifications 
Minimum 5 years of progressive financial experience; 
Current member or studying towards of a recognised accountancy body; 
Ability to explain financial concepts and impacts to non-financial managers; 
Strong inter-personal skills and the ability to communicate effectively with that various levels of staff within the business. 
Highly proficient in excel; 
Some experience with Australian Tax Law (FBT and GST) would be highly regarded; 
Experience working with BI Tools such as Power BI and strong interest in reporting systems; 
Able to work under pressure and meet strict deadlines 
Demonstrated initiative and ability to work independently and maintain job responsibilities 
Additional Information 
RPS is a connected global professional services firm of 5,600 people. Operating in 125 countries we’re as diverse as the communities and clients we represent. Together, we define, design and manage projects that create shared value in a complex, urbanising and resource-scarce world. 
We solve problems that matter to our clients and their communities. And we are easy to work with. We are confidently pragmatic and we have a winning mindset. Making complex easy. 
If you believe you have the necessary skills, experience and passion required to succeed in this contract position, then please submit your application today!",http://au.indeed.com/rc/clk?jk=3298021a08161d6b&fccid=b09992f0f82e9249&vjs=3
Business Solutions Analyst | Regional Council,Agri Labour Australia Pty Ltd,Toowoomba QLD,"$81,000 - $91,000 a year","The Benefits 
 AU$81000 - AU$91000.00 per annum + 12% super + 17.5% leave loading 
Permanent position within local government
 Excellent stability and organisational culture 
Dalby office location (2.5 hours West of Brisbane) 
 Job Description 
 Your Employer 
Is a dynamic organisation committed to providing outstanding service to the local community. Dedicated to a positive culture that cares about its people and their safety, they are future focused and strive to make a real difference. 
The Role 
As Business Solutions Analyst, you will work closely with the ICT team leaders, project managers and a range of key stakeholders to maintain and advance core business systems and processes. 
The role is responsible for collecting and defining customer requirements, incident investigation in corporate systems, planned upgrades, improvements and integrations to ensure the successful delivery of key business solutions and operational improvements. 
Your duties will include (but not be limited to): 
Effectively and efficiently capture, analyse and document business and functional requirements through various approaches and techniques, including workshops and interviews 
Providing consultancy services to assist with understanding the impact of emerging technologies 
Maintaining positive and proactive relationships with customers to understand business area priorities, plans, capabilities and needs 
Undertaking research and reviews of relevant material to provide both contextual and specific insights for a given project or initiative 
Identifying opportunities to align stakeholder requirements where common goals are evident from different business units 
Developing support design documentation such as Use Cases, Problem Statements, functional requirements, technical descriptions, business process mapping, and test scripts 
Undertaking change management activities including communication, knowledge transfer, training, help guides, support 
Leading and assisting technical evaluations of solutions including architectural assessments and tender activities 
Investigating, resolving or completing service incidents, requests, problems and changes and ensure service levels are maintained. 
Contributing toward the development of strategy, architecture alignment, adherence to standards, processes improvement and a Customer Excellence culture 
Identifying industry trends and maintain in-depth knowledge of application technologies and methodologies that are applicable to our industry 
Your Skills & Experience
 The ideal candidate will have a relevant qualification in computer science, information technology/systems or equivalent, proven experience in a similar role. 
You'll come to us demonstrating your skill in working within an agile environment and be equipped with at least five years' relevant technical/systems knowledge and a great track record in service delivery. 
You will have excellent communication skills with the ability to work with a range of stakeholders and be well informed on supporting software in large multidisciplinary organisations. 
To be successful in the role it's important you can address the following criteria: 
Qualifications in IT/computer science/related field or proven experience 
Minimum five years' of working in a similar/agile environment 
Contemporary digital technologies 
Excellent high level communication and stakeholder management skills 
Business process improvement abilities 
Outcome driven, self-managed with a high degree of initiative 
Solid MS Excel, Visio, data analysis and SQL skills 
Proven change management abilities 
Ability to drive and lead a range of HR initiatives and strategic activities 
Prince 2, ITILv3 and local government experience all highly regarded 
Choose Agri Labour Australia 
Agri Labour Australia is an award-winning Australian company with clients in every State and Territory. Proudly representing major agribusiness, large primary producers, rural operators and local farmers - we are more than a recruitment agency. Founded on our firsthand knowledge of the land and dedicated to the ongoing success of our client's businesses and candidate's careers, you can rely on us for expertise, advice and support. 
For a confidential discussion, please contact  Mitchell Merritt , Principal Consultant, Agri Labour Australia:  0 427 715 619",http://au.indeed.com/rc/clk?jk=1089c9860dae63cf&fccid=604421444d860b2f&vjs=3
